START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,START_STATE,STOP_STATE,START_LOC,STOP_LOC,START_LAT,START_LONG,STOP_LAT,STOP_LONG
01-07-2016 13:27,01-07-2016 13:33,Business,Cary,Cary,0.8,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
01-10-2016 08:05,01-10-2016 08:25,Business,Cary,Morrisville,8.3,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
01-10-2016 12:17,01-10-2016 12:44,Business,Jamaica,New York,16.5,Customer Visit,New York,New York,"Jamaica, New York","New York, New York",40.7015204,-73.7964209,40.5589965,-93.47595675
01-10-2016 18:18,01-10-2016 18:53,Business,Elmhurst,New York,7.5,Meeting,New York,New York,"Elmhurst, New York","New York, New York",40.738719,-73.87946005,40.5589965,-93.47595675
01-10-2016 19:12,01-10-2016 19:32,Business,Midtown,East Harlem,6.2,Meeting,New York,New York,"Midtown, New York","East Harlem, New York",40.7504877,-73.98392375,40.8004355,-73.9422486
01-11-2016 11:56,01-11-2016 12:03,Business,Flatiron District,Midtown,1.6,Errand/Supplies,New York,New York,"Flatiron District, New York","Midtown, New York",40.74157915,-73.98876785,40.7504877,-73.98392375
01-11-2016 13:32,01-11-2016 13:46,Business,Midtown,Midtown East,1.7,Meal/Entertain,New York,New York,"Midtown, New York","Midtown East, New York",40.7504877,-73.98392375,40.7561683,-73.9699899
01-11-2016 14:30,01-11-2016 14:43,Business,Midtown East,Midtown,1.9,Meal/Entertain,New York,New York,"Midtown East, New York","Midtown, New York",40.7561683,-73.9699899,40.7504877,-73.98392375
01-12-2016 12:33,01-12-2016 12:49,Business,Midtown,Hudson Square,1.9,Meal/Entertain,New York,New York,"Midtown, New York","Hudson Square, New York",40.7504877,-73.98392375,40.7258971,-74.0069339
01-12-2016 12:53,01-12-2016 13:09,Business,Hudson Square,Lower Manhattan,4.0,Meal/Entertain,New York,New York,"Hudson Square, New York","Lower Manhattan, New York",40.7258971,-74.0069339,40.7214947,-73.9954898
01-12-2016 14:42,01-12-2016 14:56,Business,Lower Manhattan,Hudson Square,1.8,Errand/Supplies,New York,New York,"Lower Manhattan, New York","Hudson Square, New York",40.7214947,-73.9954898,40.7258971,-74.0069339
01-12-2016 15:13,01-12-2016 15:28,Business,Hudson Square,Hell's Kitchen,2.4,Customer Visit,New York,New York,"Hudson Square, New York","Hell's Kitchen, New York",40.7258971,-74.0069339,40.76295,-73.9935943
01-12-2016 15:42,01-12-2016 15:54,Business,Hell's Kitchen,Midtown,2.0,Errand/Supplies,New York,New York,"Hell's Kitchen, New York","Midtown, New York",40.76295,-73.9935943,40.7504877,-73.98392375
1/14/2016 16:29,1/14/2016 17:05,Business,Houston,Houston,21.9,Customer Visit,Texas,Texas,"Houston, Texas","Houston, Texas",29.81717795,-95.40129145,29.81717795,-95.40129145
1/15/2016 0:41,1/15/2016 1:01,Business,Morrisville,Cary,8.0,Errand/Supplies,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
1/15/2016 11:43,1/15/2016 12:03,Business,Cary,Durham,10.4,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
1/15/2016 13:26,1/15/2016 13:44,Business,Durham,Cary,10.4,Meal/Entertain,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
1/18/2016 14:55,1/18/2016 15:06,Business,Cary,Cary,4.8,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/18/2016 16:13,1/18/2016 16:24,Business,Farmington Woods,Whitebridge,4.7,Meal/Entertain,North Carolina,North Carolina,"Farmington Woods, North Carolina","Whitebridge, North Carolina",35.757938,-78.774601,35.78561455,-78.8511075
1/19/2016 10:55,1/19/2016 11:09,Business,Lake Wellingborough,Whitebridge,7.6,Temporary Site,North Carolina,North Carolina,"Lake Wellingborough, North Carolina","Whitebridge, North Carolina",35.74901795,-78.7634083,35.78561455,-78.8511075
1/20/2016 10:36,1/20/2016 11:11,Business,Cary,Raleigh,17.1,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
1/20/2016 13:25,1/20/2016 14:19,Business,Raleigh,Cary,40.2,Customer Visit,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
1/21/2016 14:25,1/21/2016 14:29,Business,Cary,Cary,1.6,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/21/2016 14:43,1/21/2016 14:51,Business,Cary,Cary,2.4,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/21/2016 16:01,1/21/2016 16:06,Business,Cary,Cary,1.0,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/26/2016 10:41,1/26/2016 10:50,Business,Whitebridge,Hazelwood,2.0,Meal/Entertain,North Carolina,North Carolina,"Whitebridge, North Carolina","Hazelwood, North Carolina",35.78561455,-78.8511075,35.46842165,-83.003046
1/26/2016 12:33,1/26/2016 12:41,Business,Hazelwood,Whitebridge,2.3,Errand/Supplies,North Carolina,North Carolina,"Hazelwood, North Carolina","Whitebridge, North Carolina",35.46842165,-83.003046,35.78561455,-78.8511075
1/26/2016 17:17,1/26/2016 17:22,Business,Cary,Cary,1.4,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/26/2016 17:27,1/26/2016 17:29,Business,Cary,Cary,0.5,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/27/2016 9:24,1/27/2016 9:31,Business,Cary,Cary,1.8,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/27/2016 10:19,1/27/2016 10:48,Business,Cary,Raleigh,18.7,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
1/27/2016 12:34,1/27/2016 12:44,Business,Fairmont,Meredith Townes,3.4,Customer Visit,North Carolina,North Carolina,"Fairmont, North Carolina","Meredith Townes, North Carolina",34.49972545,-79.11271,35.82326295,-78.6899889
1/27/2016 14:05,1/27/2016 14:13,Business,Raleigh,Raleigh,2.7,Customer Visit,North Carolina,North Carolina,"Raleigh, North Carolina","Raleigh, North Carolina",35.84376795,-78.64505595,35.84376795,-78.64505595
1/27/2016 14:46,1/27/2016 15:08,Business,Raleigh,Cary,12.9,Customer Visit,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
1/28/2016 12:28,1/28/2016 13:00,Business,Cary,Raleigh,19.0,Temporary Site,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
1/28/2016 16:21,1/28/2016 16:51,Business,Raleigh,Cary,15.7,Meeting,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
1/29/2016 9:31,1/29/2016 9:45,Business,Cary,Cary,4.6,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/29/2016 10:56,1/29/2016 11:07,Business,Cary,Cary,5.2,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
1/29/2016 11:43,1/29/2016 12:03,Business,Cary,Durham,10.4,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
1/29/2016 13:24,1/29/2016 13:47,Business,Durham,Cary,10.1,Meeting,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
1/29/2016 18:31,1/29/2016 18:52,Business,Cary,Apex,5.8,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Apex, North Carolina",35.7704365,-78.83030845,35.72752245,-78.8649655
1/29/2016 21:21,1/29/2016 21:40,Business,Apex,Cary,5.5,Meal/Entertain,North Carolina,North Carolina,"Apex, North Carolina","Cary, North Carolina",35.72752245,-78.8649655,35.7704365,-78.83030845
1/30/2016 16:21,1/30/2016 16:33,Business,Cary,Apex,5.7,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Apex, North Carolina",35.7704365,-78.83030845,35.72752245,-78.8649655
1/30/2016 18:09,1/30/2016 18:24,Business,Apex,Cary,5.7,Customer Visit,North Carolina,North Carolina,"Apex, North Carolina","Cary, North Carolina",35.72752245,-78.8649655,35.7704365,-78.83030845
02-01-2016 10:35,02-01-2016 11:15,Business,Cary,Chapel Hill,19.4,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Chapel Hill, North Carolina",35.7704365,-78.83030845,35.920959,-79.03929095
02-01-2016 12:10,02-01-2016 12:43,Business,Chapel Hill,Cary,23.3,Customer Visit,North Carolina,North Carolina,"Chapel Hill, North Carolina","Cary, North Carolina",35.920959,-79.03929095,35.7704365,-78.83030845
02-01-2016 12:56,02-01-2016 13:07,Business,Northwoods,Whitebridge,3.9,Meal/Entertain,North Carolina,North Carolina,"Northwoods, North Carolina","Whitebridge, North Carolina",34.77766275,-77.4382971,35.78561455,-78.8511075
02-02-2016 13:51,02-02-2016 14:06,Business,Cary,Cary,6.0,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-02-2016 14:38,02-02-2016 14:42,Business,Cary,Cary,1.6,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-04-2016 08:40,02-04-2016 09:01,Business,Cary,Morrisville,5.2,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
02-04-2016 09:37,02-04-2016 10:09,Business,Morrisville,Cary,9.7,Meal/Entertain,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
02-04-2016 10:26,02-04-2016 10:32,Business,Cary,Cary,1.6,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-04-2016 15:59,02-04-2016 16:03,Business,Cary,Cary,1.1,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-04-2016 16:35,02-04-2016 16:39,Business,Cary,Cary,1.6,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-04-2016 20:36,02-04-2016 20:55,Business,Cary,Cary,7.7,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Cary, North Carolina",35.7704365,-78.83030845,35.7704365,-78.83030845
02-05-2016 11:47,02-05-2016 12:07,Business,Cary,Durham,10.4,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
02-05-2016 13:22,02-05-2016 13:41,Business,Durham,Cary,10.4,Meeting,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
02-06-2016 16:20,02-06-2016 16:53,Business,Cary,Raleigh,11.4,Between Offices,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
02-06-2016 18:57,02-06-2016 19:21,Business,Raleigh,Cary,9.0,Errand/Supplies,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
02-06-2016 19:28,02-06-2016 19:37,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain,North Carolina,North Carolina,"Edgehill Farms, North Carolina","Whitebridge, North Carolina",35.7834838,-78.8069507,35.78561455,-78.8511075
02-07-2016 16:49,02-07-2016 17:01,Business,Cary,Apex,5.6,Errand/Supplies,North Carolina,North Carolina,"Cary, North Carolina","Apex, North Carolina",35.7704365,-78.83030845,35.72752245,-78.8649655
02-07-2016 18:03,02-07-2016 18:17,Business,Apex,Cary,5.7,Customer Visit,North Carolina,North Carolina,"Apex, North Carolina","Cary, North Carolina",35.72752245,-78.8649655,35.7704365,-78.83030845
02-07-2016 18:39,02-07-2016 18:53,Business,Cary,Morrisville,6.1,Temporary Site,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
02-07-2016 20:22,02-07-2016 20:40,Business,Morrisville,Cary,6.1,Meeting,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
02-08-2016 12:57,02-08-2016 13:08,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain,North Carolina,North Carolina,"Whitebridge, North Carolina","Edgehill Farms, North Carolina",35.78561455,-78.8511075,35.7834838,-78.8069507
02-08-2016 14:00,02-08-2016 14:10,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain,North Carolina,North Carolina,"Edgehill Farms, North Carolina","Whitebridge, North Carolina",35.7834838,-78.8069507,35.78561455,-78.8511075
02-09-2016 20:24,02-09-2016 20:40,Business,Morrisville,Cary,6.1,Meal/Entertain,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
02-11-2016 16:28,02-11-2016 17:10,Business,Cary,Raleigh,17.3,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
02-11-2016 18:24,02-11-2016 18:46,Business,Raleigh,Morrisville,13.5,Temporary Site,North Carolina,North Carolina,"Raleigh, North Carolina","Morrisville, North Carolina",35.84376795,-78.64505595,35.83291505,-78.83961595
02-11-2016 20:36,02-11-2016 20:51,Business,Morrisville,Cary,6.1,Temporary Site,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
02-12-2016 08:21,02-12-2016 08:42,Business,Cary,Durham,8.5,Temporary Site,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
02-12-2016 10:45,02-12-2016 10:52,Business,Durham,Morrisville,2.6,Temporary Site,North Carolina,North Carolina,"Durham, North Carolina","Morrisville, North Carolina",36.0018269,-78.884911,35.83291505,-78.83961595
02-12-2016 11:14,02-12-2016 11:35,Business,Morrisville,Raleigh,17.0,Customer Visit,North Carolina,North Carolina,"Morrisville, North Carolina","Raleigh, North Carolina",35.83291505,-78.83961595,35.84376795,-78.64505595
02-12-2016 13:02,02-12-2016 13:36,Business,Raleigh,Cary,18.0,Meeting,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
02-12-2016 14:49,02-12-2016 15:06,Business,Cary,Morrisville,8.4,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
02-12-2016 15:33,02-12-2016 16:06,Business,Morrisville,Cary,11.5,Customer Visit,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
2/13/2016 14:21,2/13/2016 14:41,Business,Cary,Morrisville,8.9,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
2/14/2016 14:07,2/14/2016 14:40,Business,East Elmhurst,New York,8.1,Meeting,New York,New York,"East Elmhurst, New York","New York, New York",40.7711906,-73.87703665,40.5589965,-93.47595675
2/14/2016 16:35,2/14/2016 17:02,Business,New York,Long Island City,13.0,Meeting,New York,New York,"New York, New York","Long Island City, New York",40.5589965,-93.47595675,40.74545265,-73.9361703
2/14/2016 17:06,2/14/2016 17:29,Business,Long Island City,Jamaica,13.9,Meeting,New York,New York,"Long Island City, New York","Jamaica, New York",40.74545265,-73.9361703,40.7015204,-73.7964209
2/22/2016 21:54,2/22/2016 22:09,Business,Morrisville,Cary,8.1,Customer Visit,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
2/24/2016 15:19,2/24/2016 15:25,Business,Preston,Whitebridge,1.7,Errand/Supplies,Texas,North Carolina,"Preston, Texas","Whitebridge, North Carolina",33.8837235,-96.634186,35.78561455,-78.8511075
2/26/2016 11:35,2/26/2016 11:59,Business,Cary,Durham,10.6,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
2/26/2016 13:01,2/26/2016 13:24,Business,Durham,Cary,9.9,Meeting,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
2/29/2016 11:30,2/29/2016 11:40,Business,Cary,Apex,3.8,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Apex, North Carolina",35.7704365,-78.83030845,35.72752245,-78.8649655
2/29/2016 12:36,2/29/2016 12:48,Business,Apex,Cary,5.6,Meeting,North Carolina,North Carolina,"Apex, North Carolina","Cary, North Carolina",35.72752245,-78.8649655,35.7704365,-78.83030845
2/29/2016 16:40,2/29/2016 17:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,North Carolina,North Carolina,"Hazelwood, North Carolina","Whitebridge, North Carolina",35.46842165,-83.003046,35.78561455,-78.8511075
03-03-2016 14:44,03-03-2016 14:58,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,North Carolina,North Carolina,"Whitebridge, North Carolina","Northwoods, North Carolina",35.78561455,-78.8511075,34.77766275,-77.4382971
03-03-2016 15:27,03-03-2016 15:48,Business,Cary,Raleigh,7.6,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
03-03-2016 16:02,03-03-2016 16:42,Business,Raleigh,Cary,17.3,Meeting,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
03-04-2016 07:47,03-04-2016 08:06,Business,Cary,Durham,9.9,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
03-04-2016 09:46,03-04-2016 10:03,Business,Durham,Cary,9.9,Customer Visit,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
03-04-2016 11:46,03-04-2016 12:06,Business,Cary,Durham,10.4,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Durham, North Carolina",35.7704365,-78.83030845,36.0018269,-78.884911
03-04-2016 13:03,03-04-2016 13:25,Business,Durham,Cary,10.9,Meeting,North Carolina,North Carolina,"Durham, North Carolina","Cary, North Carolina",36.0018269,-78.884911,35.7704365,-78.83030845
03-04-2016 13:40,03-04-2016 14:09,Business,Cary,Raleigh,15.7,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
03-04-2016 15:56,03-04-2016 16:08,Business,Raleigh,Raleigh,4.9,Meal/Entertain,North Carolina,North Carolina,"Raleigh, North Carolina","Raleigh, North Carolina",35.84376795,-78.64505595,35.84376795,-78.64505595
03-04-2016 16:43,03-04-2016 17:12,Business,Raleigh,Cary,13.5,Meeting,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
03-04-2016 19:02,03-04-2016 19:08,Business,Cary,Morrisville,1.9,Temporary Site,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
03-04-2016 19:16,03-04-2016 19:25,Business,Morrisville,Cary,2.0,Meal/Entertain,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
03-05-2016 11:44,03-05-2016 11:59,Business,Cary,Morrisville,6.5,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
03-05-2016 16:52,03-05-2016 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
03-05-2016 17:23,03-05-2016 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain,North Carolina,North Carolina,"Morrisville, North Carolina","Cary, North Carolina",35.83291505,-78.83961595,35.7704365,-78.83030845
03-07-2016 09:10,03-07-2016 09:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,North Carolina,North Carolina,"Whitebridge, North Carolina","Edgehill Farms, North Carolina",35.78561455,-78.8511075,35.7834838,-78.8069507
03-07-2016 09:23,03-07-2016 09:47,Business,Cary,Raleigh,12.4,Customer Visit,North Carolina,North Carolina,"Cary, North Carolina","Raleigh, North Carolina",35.7704365,-78.83030845,35.84376795,-78.64505595
03-07-2016 12:10,03-07-2016 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,North Carolina,North Carolina,"Fayetteville Street, North Carolina","Meredith Townes, North Carolina",35.7737065,-78.6394508,35.82326295,-78.6899889
03-07-2016 15:19,03-07-2016 15:45,Business,Raleigh,Cary,11.9,Between Offices,North Carolina,North Carolina,"Raleigh, North Carolina","Cary, North Carolina",35.84376795,-78.64505595,35.7704365,-78.83030845
03-10-2016 03:36,03-10-2016 03:53,Business,Cary,Morrisville,8.4,Meeting,North Carolina,North Carolina,"Cary, North Carolina","Morrisville, North Carolina",35.7704365,-78.83030845,35.83291505,-78.83961595
03-10-2016 10:08,03-10-2016 10:37,Business,East Austin,West University,12.8,Meeting,Texas,Texas,"East Austin, Texas","West University, Texas",30.27028965,-97.71429005,29.7157089,-95.4328335
3/13/2016 18:23,3/13/2016 18:43,Business,South Congress,North Austin,8.4,Meal/Entertain,Texas,Texas,"South Congress, Texas","North Austin, Texas",30.2084468,-97.769905,30.38424755,-97.71227335
3/13/2016 20:07,3/13/2016 20:28,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,Texas,Texas,"Georgian Acres, Texas","The Drag, Texas",30.35127955,-97.70031165,30.2864338,-97.7416445
3/13/2016 20:39,3/13/2016 20:58,Business,The Drag,North Austin,10.5,Meal/Entertain,Texas,Texas,"The Drag, Texas","North Austin, Texas",30.2864338,-97.7416445,30.38424755,-97.71227335
3/14/2016 8:34,3/14/2016 8:49,Business,The Drag,South Congress,2.0,Errand/Supplies,Texas,Texas,"The Drag, Texas","South Congress, Texas",30.2864338,-97.7416445,30.2084468,-97.769905
3/17/2016 12:52,3/17/2016 15:11,Business,Austin,Katy,136.0,Customer Visit,Texas,Texas,"Austin, Texas","Katy, Texas",30.3077609,-97.75574245,29.7924561,-95.85777125
3/17/2016 15:16,3/17/2016 15:58,Business,Katy,Houston,30.2,Meeting,Texas,Texas,"Katy, Texas","Houston, Texas",29.7924561,-95.85777125,29.81717795,-95.40129145
